gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
SPAG1	806617	270	36	395386	101036	0	2	0	0	50	5	3543046	1.538168e-01	1
MTFMT	697075	170	51	162922	46574	0	2	0	0	50	3	2419644	1.540625e-01	1
NUCB1	1927185	211	43	195924	53592	0	1	0	0	50	4	3350080	1.541743e-01	1
SLC37A1	440393	284	67	226432	64844	0	1	0	0	50	4	3713972	1.544255e-01	1
DSG4	260152	412	-4	449674	125222	0	6	0	0	50	17	3327866	1.553748e-01	1
PI3	842540	324	25	48952	14210	0	1	0	0	50	8	3716698	1.555212e-01	1
TGFBR3	284037	252	1	355714	99470	0	4	0	0	50	8	3624188	1.556958e-01	1
SULT1C2	361432	609	-10	143434	33698	0	2	0	0	50	4	2336066	1.557759e-01	1
ORAI1	720229	228	56	120756	38628	0	1	1	0	50	13	3781426	1.559471e-01	1
RFC3	84617	580	33	157992	41064	0	1	0	0	50	8	3586198	1.561894e-01	1
POMC	319647	280	37	109330	31958	0	1	0	0	50	10	3002602	1.564805e-01	1
TSG101	623656	341	20	165358	45008	0	1	0	0	50	9	4029840	1.565346e-01	1
SLC14A2	374175	438	-8	382046	111940	0	4	0	0	50	11	4145202	1.566103e-01	1
NARFL	1207790	194	33	199346	56956	0	2	0	0	50	5	3667166	1.566810e-01	1
ATP6V0D1	1099149	153	45	149234	39730	0	2	1	0	43	5	2674322	1.568031e-01	1
SFI1	741049	313	37	526872	144594	0	4	0	0	50	5	3718554	1.569355e-01	1
PMEPA1	197938	488	15	118958	35206	0	1	1	0	50	8	2796528	1.571139e-01	1
TGFB1I1	839076	558	11	192328	57188	0	2	0	0	50	16	3680796	1.571238e-01	1
NLRP11	991833	362	-35	429780	116232	0	4	1	0	50	12	3688916	1.575900e-01	1
C18orf54	109698	451	33	159326	40252	0	1	0	0	50	10	4054780	1.576252e-01	1
TMPRSS12	594068	250	43	144072	41238	0	2	0	0	50	9	3472228	1.577176e-01	1
ZNF33B	204176	890	-35	332166	77256	0	3	0	0	50	16	2982418	1.582548e-01	1
C1QTNF6	668971	289	53	115594	32480	0	1	1	0	42	5	2098266	1.584935e-01	1
OR4P4	1295	1091	-20	128412	34800	0	4	0	0	50	33	3122024	1.586500e-01	1
IFT80	427333	617	9	335356	83984	0	3	1	0	50	13	3259716	1.588350e-01	1
HAUS5	1162794	390	27	261464	82360	0	3	0	0	50	6	3360346	1.591098e-01	1
OSBPL1A	150936	360	35	414642	100572	0	3	2	0	50	8	3362318	1.596011e-01	1
BEX1	456169	NaN	16	53650	12818	0	1	0	0	50	5	3061472	1.596384e-01	1
VAT1	1507064	201	26	158688	50460	0	1	0	0	50	5	2870362	1.596887e-01	1
ABCB1	287293	822	0	537718	149756	0	7	2	0	50	16	3220102	1.604491e-01	1
ZIC1	20725	1070	-30	181656	53592	0	4	1	0	50	40	4103442	1.604584e-01	1
RDH16	2103486	286	26	129282	38802	0	2	0	0	50	13	3975494	1.607358e-01	1
EPT1	698050	346	36	181308	50460	0	1	0	0	50	8	3931298	1.610767e-01	1
DKK1	94567	519	-8	109794	31668	0	2	0	0	50	14	3612936	1.610876e-01	1
VSIG4	317695	NaN	42	166808	47212	0	2	0	0	50	6	3178980	1.622220e-01	1
CCK	338797	473	29	46980	14964	0	1	0	0	50	8	3547686	1.622792e-01	1
OR2T35	141426	710	-10	128528	40600	0	2	0	0	50	18	4888588	1.623245e-01	1
NNT	439246	597	0	445788	136242	0	5	1	0	50	11	3709680	1.624711e-01	1
KCNN2	7106	987	0	238380	69252	0	4	0	0	50	12	2835040	1.625877e-01	1
RPL41	2878044	171	40	13340	2320	0	1	0	0	10	3	588932	1.625884e-01	1
FXYD1	745516	357	-9	42978	10440	0	1	0	0	50	7	2909280	1.627215e-01	1
GPR139	254650	827	-17	144768	41064	0	3	0	0	50	19	3118660	1.628606e-01	1
BDKRB1	326763	501	16	140940	44892	0	2	0	0	50	10	3540030	1.628722e-01	1
POLG	636068	420	24	515156	146740	0	3	0	0	43	7	3636368	1.630285e-01	1
ST7	507440	389	19	264364	69020	0	2	0	0	50	10	3376296	1.630785e-01	1
SLC27A2	308506	282	1	257288	73138	0	3	0	0	50	10	4461012	1.632422e-01	1
ATF4	721040	467	72	145174	40310	0	2	0	0	50	8	3296372	1.633366e-01	1
TCTEX1D1	335045	692	-16	77430	19314	0	2	0	0	50	18	2912876	1.635185e-01	1
LRRC30	38085	336	-37	120118	37352	0	2	0	0	50	13	3626218	1.635631e-01	1
C1orf54	1213150	197	38	58232	14500	0	1	0	0	50	6	3433020	1.636889e-01	1
GPHB5	147817	637	-12	36598	12122	0	1	0	0	50	14	3761822	1.638220e-01	1
TAC4	1152179	238	30	48836	13456	0	1	0	0	50	7	3288194	1.643699e-01	1
PPAP2C	233160	578	-13	133226	41992	0	2	0	0	50	8	2987348	1.644835e-01	1
OR4S2	1295	1091	-20	126788	36076	0	4	0	0	50	33	3122024	1.646118e-01	1
RDH11	479937	260	39	132298	38744	0	1	1	0	50	8	2906322	1.646358e-01	1
HTR6	776287	266	32	168722	62872	0	2	0	0	50	7	3564796	1.646649e-01	1
ACTR10	291132	545	21	177596	49126	0	2	1	0	43	14	2830922	1.648134e-01	1
DLST	884998	232	41	190878	56202	0	1	0	0	50	8	4282140	1.649342e-01	1
SLC6A13	316827	557	28	253344	71166	0	3	0	0	50	13	3883970	1.650292e-01	1
BTN3A3	384310	375	47	242672	68962	0	3	0	0	50	6	2826224	1.650990e-01	1
KCND2	49438	962	7	257404	75458	0	6	1	0	14	7	1315324	1.651717e-01	1
TFAM	152882	326	-7	106836	26274	0	2	0	0	50	17	3814602	1.655455e-01	1
GIF	366560	494	8	175276	48836	0	2	0	0	50	17	3185882	1.656857e-01	1
INSIG2	190880	537	8	93844	26912	0	2	1	0	30	11	2461114	1.657636e-01	1
FAM104B	214019	NaN	18	71282	15718	0	1	0	0	50	4	3391202	1.658437e-01	1
ZNF233	618477	671	-31	285940	67106	0	2	0	0	50	7	2943152	1.660972e-01	1
PLEKHG7	244442	509	2	164372	40948	0	1	0	0	50	8	3469212	1.661603e-01	1
ZNHIT6	277976	411	-20	203812	48314	0	2	0	0	50	5	3432382	1.662351e-01	1
KRTAP15-1	14979	1035	-68	56492	15892	0	2	0	0	50	20	2308342	1.662375e-01	1
TDRD5	599875	613	-9	411568	112172	0	3	0	0	50	9	3446824	1.663669e-01	1
CDH18	4731	1195	-17	332224	87638	0	7	2	0	44	23	3277580	1.663814e-01	1
PROZ	759371	229	38	168142	46400	0	2	0	0	50	8	3696340	1.666969e-01	1
LHFP	153723	939	4	82012	24302	0	1	0	0	50	17	2860618	1.668553e-01	1
ID3	1050775	159	32	48314	15718	0	1	0	0	50	6	2971282	1.669350e-01	1
GLMN	377839	559	-1	261870	61248	0	3	0	0	50	6	3340858	1.671802e-01	1
FUT10	96386	500	5	198998	53650	0	3	0	0	50	11	3107814	1.671957e-01	1
PRAMEF10	118495	792	12	194996	55390	0	2	0	0	50	13	2972384	1.674600e-01	1
TNFRSF18	2356409	196	27	136300	37178	0	1	0	0	50	14	4357888	1.676051e-01	1
NOTCH1	1489379	212	43	1058036	299164	0	5	1	0	50	7	3697732	1.676998e-01	1
NECAP1	142724	300	23	116464	32828	0	2	0	0	50	12	3346542	1.677037e-01	1
PCID2	759371	229	38	176030	42862	0	1	0	0	50	8	3696340	1.680482e-01	1
PRR23A	NaN	NaN	NaN	102602	36772	0	2	0	0	50	31	6495884	1.681317e-01	1
CCDC86	794900	522	47	143840	46690	0	2	0	0	50	9	3570190	1.683535e-01	1
GC	17296	933	-6	202478	53824	0	3	0	0	50	26	3439168	1.685048e-01	1
PRMT8	227736	768	15	169998	42456	0	1	0	0	50	6	3101666	1.685160e-01	1
CEP63	222647	321	12	318072	76734	0	4	0	0	50	9	3384938	1.686259e-01	1
CENPW	142596	704	-1	37004	10846	0	1	0	0	50	13	3449550	1.686911e-01	1
MEOX2	25585	1039	-17	125570	35032	0	3	0	0	50	22	3704866	1.688749e-01	1
MKX	283178	535	0	147494	40948	0	2	0	0	50	7	2971398	1.688871e-01	1
FAM25C	NaN	NaN	NaN	115362	31842	0	1	0	0	50	31	6490954	1.692833e-01	1
OAZ2	847146	269	42	79750	22388	0	1	0	0	50	5	4275818	1.695047e-01	1
PRKAR1A	662487	313	-28	162226	44138	0	1	0	0	50	8	3512364	1.697200e-01	1
CLEC9A	351158	445	9	106662	23838	0	2	0	0	50	15	3418346	1.698342e-01	1
DCK	267678	690	22	113854	26564	0	2	0	0	50	41	8155148	1.700194e-01	1
CACNG3	360425	348	8	129978	37062	0	2	1	0	50	11	3408080	1.700269e-01	1
PLXNA4	314659	746	9	828994	236060	0	8	2	0	50	17	3502040	1.701974e-01	1
FBXW9	1967616	218	15	186296	59914	0	2	0	0	50	8	4151930	1.702612e-01	1
STAP1	128996	689	35	128702	31726	0	1	0	0	50	14	3823360	1.703560e-01	1
ASB5	134663	504	-4	137808	38976	0	2	0	0	50	12	3768666	1.704060e-01	1
NRBP1	1244404	179	39	229622	62002	0	1	0	0	50	4	3522746	1.704400e-01	1
PARL	1434591	408	37	161356	43616	0	2	0	0	50	9	3684682	1.704945e-01	1
KLB	648710	177	43	427344	121278	0	4	0	0	50	8	3603424	1.705254e-01	1
PPAPDC1A	261792	849	5	113912	32248	0	2	0	0	50	13	3325488	1.705414e-01	1
KIAA0101	766091	263	33	52316	12586	0	1	0	0	50	8	3343236	1.705703e-01	1
PRDM12	505506	211	24	150046	45182	0	1	1	0	45	6	2803198	1.706063e-01	1
IRF8	407770	461	27	179046	49242	0	2	0	0	50	9	4177914	1.707487e-01	1
JTB	2028800	222	34	62756	16762	0	1	0	0	50	4	2978648	1.708488e-01	1
FUZ	1673246	205	37	168490	57536	0	1	0	0	50	7	3431860	1.709352e-01	1
CST5	159399	889	-45	60668	15718	0	2	0	0	50	24	2741486	1.709476e-01	1
TBC1D23	378718	265	25	295278	74124	0	2	1	0	50	13	4314794	1.710789e-01	1
MED27	593548	566	29	131660	36424	0	1	0	0	50	11	3339176	1.716229e-01	1
PYY	920082	241	29	39962	12934	0	1	0	0	50	8	2845190	1.718167e-01	1
ACSF2	1332860	200	23	259144	72848	0	1	0	0	50	4	3939186	1.718530e-01	1
HTR1E	169399	752	-17	147030	44022	0	2	1	0	43	21	3021626	1.719099e-01	1
CHRNB1	1906324	206	33	207408	61944	0	1	0	0	50	6	3835656	1.720880e-01	1
KLHL34	93001	NaN	7	249458	87232	0	3	1	0	50	17	3517178	1.723310e-01	1
ACTA1	243405	361	29	157586	43906	0	3	1	0	25	6	1502374	1.724558e-01	1
FAM166A	1724821	399	43	134676	35844	0	2	1	0	50	7	2710456	1.724983e-01	1
COL8A2	853740	282	27	264306	104226	0	1	0	0	50	3	3849518	1.725638e-01	1
HLA-DPA1	1479000	431	28	108402	30972	0	1	0	0	50	12	2916762	1.726354e-01	1
LRRC52	262572	574	-22	126730	38222	0	2	0	0	50	15	4002870	1.727001e-01	1
RPS17	NaN	NaN	NaN	117276	31668	0	1	0	0	50	31	6490780	1.727642e-01	1
ALDH1L1	203027	610	30	378682	107996	0	3	2	0	50	10	3123706	1.727646e-01	1
RNF19A	1009773	212	41	350030	94192	0	2	0	0	50	1	3590026	1.729233e-01	1
PSPH	749444	642	7	94946	26506	0	1	0	0	50	20	3678128	1.731936e-01	1
CNPY2	2869106	184	52	78184	20822	0	1	0	0	50	5	4127976	1.732020e-01	1
C6orf165	222811	556	26	264364	69194	0	3	0	0	50	7	3269982	1.733663e-01	1
FSHB	28139	1007	-29	55564	13688	0	2	0	0	50	38	3652202	1.735134e-01	1
IL17RE	950574	170	54	273586	86246	0	2	0	0	29	4	2180684	1.741736e-01	1
TBC1D10C	1269888	177	51	180090	59508	0	2	0	0	50	6	3372294	1.742713e-01	1
CCDC127	1040169	530	24	108634	29000	0	1	0	0	50	13	3039722	1.743349e-01	1
LEPR	178338	528	-8	527510	133342	0	7	0	0	27	7	2194836	1.744191e-01	1
ANKRD26	390573	459	24	742632	173478	0	3	0	0	50	2	4337008	1.744362e-01	1
ATXN3	356163	415	27	161182	35090	0	1	0	0	50	11	4068294	1.744665e-01	1
NCL	1052303	216	43	302702	77488	0	2	0	0	50	3	4135690	1.744824e-01	1
CETN2	201810	NaN	-3	75864	17574	0	1	0	0	50	18	2641610	1.745838e-01	1
GPATCH8	1121044	166	30	613234	176552	0	5	0	0	50	11	2917400	1.746289e-01	1
UTP6	705344	300	21	263088	61944	0	1	0	0	50	4	3864018	1.746425e-01	1
DRGX	NaN	NaN	NaN	110838	32886	0	2	0	0	50	31	6491998	1.748014e-01	1
NTN5	1597109	242	31	195344	64612	0	2	0	0	50	5	3385750	1.749597e-01	1
DNAH10	1032254	482	39	1883782	504542	0	9	2	0	45	5	3367828	1.750534e-01	1
H3F3A	866965	237	23	55912	17690	0	1	0	0	50	4	2615278	1.750653e-01	1
GDF9	702301	200	62	185484	52722	0	2	0	0	50	4	2769848	1.750998e-01	1
OR5M8	NaN	NaN	NaN	126440	36424	0	1	0	0	50	31	6495536	1.753378e-01	1
PNPT1	501257	354	17	337502	90886	0	3	0	0	50	7	3326474	1.757778e-01	1
FGB	59883	1034	20	210714	51330	0	4	0	0	50	15	3115876	1.758557e-01	1
CAPN5	403200	395	38	267960	74994	0	2	0	0	50	13	3971376	1.762462e-01	1
NDUFB4	317876	449	0	58464	17052	0	1	0	0	50	8	3784732	1.764111e-01	1
DPYSL5	1261383	378	36	234494	68788	0	3	0	0	50	8	3082816	1.766100e-01	1
TGFA	715918	463	13	68324	19198	0	1	0	0	50	4	3154446	1.766501e-01	1
AVPR1A	250995	521	-32	169302	50112	0	3	0	0	50	18	3355184	1.767041e-01	1
SERPINA4	316239	858	10	175740	50460	0	4	1	0	50	17	3009446	1.767932e-01	1
SH2D7	434458	271	63	184324	55100	0	2	0	0	50	6	3427626	1.768145e-01	1
ISM1	117713	704	-35	193488	53070	0	2	0	0	50	21	4147986	1.769414e-01	1
ZNF514	223452	616	24	169476	41934	0	1	0	0	50	8	3505346	1.771086e-01	1
CD1B	128145	833	4	138330	39498	0	2	0	0	50	23	3111352	1.772609e-01	1
MEMO1	342215	385	18	129340	31784	0	1	0	0	50	16	4081692	1.776927e-01	1
PLRG1	59883	1034	20	220922	58000	0	4	0	0	50	15	3115876	1.777251e-01	1
ZFYVE9	791018	448	19	599604	158166	0	3	1	0	50	5	3261804	1.781738e-01	1
CARHSP1	401329	247	5	59624	19720	0	1	0	0	50	7	3749990	1.784508e-01	1
TIMM44	960059	320	23	193024	51794	0	1	1	0	50	5	3164016	1.785320e-01	1
ZNF595	NaN	NaN	NaN	267844	72500	0	2	0	0	50	31	6531612	1.786344e-01	1
GABRB1	106512	689	24	199172	54346	0	3	1	0	50	43	7442792	1.786758e-01	1
SCGB1D2	3058870	450	42	38686	10556	0	1	0	0	50	9	2656458	1.787624e-01	1
SLC9A9	209532	954	7	274572	73080	0	3	1	0	50	18	3263950	1.788526e-01	1
HNRNPCL1	NaN	NaN	NaN	121568	32596	0	1	0	0	50	31	6491708	1.793330e-01	1
FAM110B	190462	601	15	148886	44776	0	1	0	0	50	7	2895650	1.794463e-01	1
FTSJ3	1353057	346	20	359600	96976	0	2	0	0	50	9	4190790	1.795059e-01	1
CCDC158	539298	436	24	476818	120698	0	2	2	0	50	9	3307218	1.796895e-01	1
HTR2C	23811	NaN	-5	187920	54462	0	2	0	0	50	15	2919430	1.798486e-01	1
SPIB	1038277	491	30	108402	32712	0	1	0	0	50	15	3402396	1.799312e-01	1
LRRC4C	4203	1185	-34	258100	77198	0	6	1	0	50	35	3195568	1.802465e-01	1
C1orf162	397300	348	28	65656	19256	0	1	0	0	50	5	3243128	1.802551e-01	1
GATSL2	NaN	NaN	NaN	138098	39730	0	1	0	0	50	31	6498842	1.802829e-01	1
SLC8A3	527365	409	28	395966	112636	0	4	0	0	50	14	3394450	1.802918e-01	1
SLPI	842540	324	25	57594	14268	0	1	0	0	50	8	3716698	1.803944e-01	1
NIT1	689033	250	23	158920	48836	0	1	0	0	50	7	3107002	1.805313e-01	1
ZNF214	418263	881	-4	258390	59856	0	5	0	0	50	21	3200208	1.805837e-01	1
MTNR1A	351103	675	-26	141578	43036	0	2	0	0	50	12	3618968	1.808622e-01	1
LSM4	1294357	210	39	59450	16414	0	1	0	0	50	7	3595304	1.809704e-01	1
CALN1	17685	956	-29	112578	28362	0	3	1	0	24	12	1633512	1.811094e-01	1
PPP2R2A	194762	353	13	200390	46864	0	2	0	0	50	6	3373512	1.812153e-01	1
DCDC1	84163	938	-25	150046	40136	0	7	2	0	8	7	479370	1.813130e-01	1
GNA14	180930	608	-10	151612	38396	0	1	0	0	50	13	4033668	1.816026e-01	1
XAGE3	476232	NaN	26	49010	12586	0	1	0	0	50	11	4155700	1.817759e-01	1
SEC13	742508	333	57	138736	35786	0	1	0	0	50	6	2435884	1.818230e-01	1
AP1M2	2036812	226	23	181076	48256	0	1	0	0	50	8	3637876	1.819914e-01	1
CLIP1	885125	222	41	605172	156252	0	3	1	0	50	11	3986166	1.822091e-01	1
PACRGL	42454	1252	22	94192	26564	0	1	0	0	50	19	3398684	1.822373e-01	1
DIP2B	736380	262	49	654762	194184	0	3	0	0	50	6	2891822	1.823291e-01	1
LILRB3	717623	458	-6	261406	77372	0	4	0	0	50	10	2937178	1.828690e-01	1
GRWD1	1418188	209	41	182526	54984	0	2	0	0	50	13	5307000	1.829838e-01	1
ZNF160	395233	946	-48	344230	86072	0	3	0	0	25	7	1557300	1.831045e-01	1
RAB42	816470	183	25	42514	12818	0	1	0	0	50	11	3359824	1.832400e-01	1
CERK	404043	265	-1	227766	61422	0	1	0	0	50	6	3976422	1.835521e-01	1
OR51S1	66543	987	-3	126092	42862	0	3	0	0	50	17	2863460	1.838093e-01	1
WFDC12	865186	324	46	47618	12586	0	1	0	0	50	14	4488910	1.839199e-01	1
MMEL1	323457	335	30	334428	89088	0	3	0	0	50	5	3280770	1.845524e-01	1
SERPINB5	200746	166	24	159152	41296	0	2	1	0	50	8	3112976	1.846182e-01	1
CREBBP	637890	242	39	1009490	286636	0	4	1	0	50	8	4114230	1.846584e-01	1
OR4M1	275024	858	-57	125628	38106	0	5	2	0	13	9	807070	1.847235e-01	1
RHOH	486675	348	48	77082	23142	0	1	0	0	50	4	3353328	1.847692e-01	1
TINAG	58216	617	4	206364	49590	0	2	0	0	50	23	4511936	1.847878e-01	1
NUP62CL	227679	NaN	32	80214	21228	0	1	0	0	50	4	3369742	1.848125e-01	1
CLDN16	163494	373	9	125860	36656	0	1	0	0	50	13	3390506	1.848639e-01	1
FFAR3	767113	472	9	137170	44660	0	2	0	0	50	8	2782202	1.851260e-01	1
ADAMTS12	373086	875	7	669320	179626	0	10	2	0	50	18	3559750	1.852621e-01	1
FUT1	1635420	190	44	145116	46632	0	2	0	0	50	10	3433136	1.855298e-01	1
CLLU1OS	168575	582	19	43906	11774	0	1	0	0	50	9	2904466	1.857931e-01	1
BATF3	399829	364	30	53070	15138	0	1	0	0	50	8	3449724	1.858945e-01	1
OR56A5	NaN	NaN	NaN	124178	39382	0	2	0	0	50	31	6498494	1.861015e-01	1
ASIP	962066	151	50	54636	16530	0	1	0	0	50	9	3704576	1.861503e-01	1
OR2T11	116628	850	-20	126150	39324	0	2	0	0	50	12	3183040	1.862590e-01	1
EDARADD	482656	589	11	98658	23664	0	1	0	0	50	19	3551572	1.862672e-01	1
RHBDD1	221611	573	11	134096	35032	0	1	1	0	32	4	1877634	1.863197e-01	1
VSNL1	135361	1255	-2	82824	19488	0	1	0	0	50	19	2908758	1.863376e-01	1
CST4	189028	819	-21	59392	16472	0	2	0	0	50	27	2789916	1.863850e-01	1
PSMD14	210764	520	13	135430	33872	0	2	0	0	50	13	3629350	1.864028e-01	1
ADAMTS5	33106	441	-79	376014	114840	0	5	2	0	50	12	2451544	1.866996e-01	1
CYTIP	79169	895	18	152946	40194	0	2	0	0	50	26	3701154	1.867010e-01	1
CSNK1G1	743794	263	43	180786	46980	0	1	0	0	50	8	3561954	1.867595e-01	1
TBC1D7	258474	423	35	126324	32016	0	2	0	0	50	11	3031602	1.868048e-01	1
LRRN3	65006	840	2	287854	82244	0	3	1	0	50	21	3500126	1.869064e-01	1
RPL19	1426821	212	31	85144	21866	0	1	0	0	50	3	3202702	1.869226e-01	1
TMEM128	146135	584	35	61306	15602	0	1	0	0	50	6	2884572	1.875821e-01	1
TRIM27	161027	558	30	214774	58406	0	1	0	0	50	6	3681144	1.877305e-01	1
TSPAN6	182582	NaN	-2	105618	27840	0	2	0	0	50	15	3043550	1.878026e-01	1
MYSM1	303727	517	-2	360760	85898	0	3	0	0	50	8	3695180	1.883587e-01	1
RBM6	1079795	152	39	476412	124236	0	2	0	0	50	7	4707222	1.883790e-01	1
NPVF	254553	444	32	83462	21112	0	1	0	0	50	6	4110054	1.884282e-01	1
WDR31	408268	248	31	157354	41006	0	2	0	0	50	9	3338306	1.885252e-01	1
GPC2	1299015	205	52	230260	78764	0	1	0	0	50	4	3395610	1.885475e-01	1
REN	557652	370	34	170868	48198	0	1	1	0	50	9	3589446	1.887501e-01	1
RUNX1T1	5155	1075	-30	253518	71166	0	7	3	0	18	14	1301056	1.888139e-01	1
PDIA5	468830	360	44	226084	56492	0	2	0	0	50	3	2827732	1.891343e-01	1
TMEM55A	104917	935	1	107416	31436	0	1	0	0	50	18	3479130	1.891581e-01	1
NCAM2	14306	1515	-61	357396	91872	0	7	0	0	31	16	2317912	1.893529e-01	1
OR8H1	10317	969	-43	125338	37178	0	3	0	0	50	22	3061008	1.894152e-01	1
PIH1D1	2173457	290	44	123482	34336	0	1	0	0	50	12	3234080	1.895485e-01	1
BEST2	1959466	226	29	208394	63394	0	1	0	0	50	7	3817096	1.896022e-01	1
FAM107A	534993	383	31	60842	16936	0	1	0	0	50	6	3194698	1.897774e-01	1
FAM35A	403850	144	27	349218	92046	0	3	0	0	50	11	4266190	1.897853e-01	1
PLD5	75320	854	-18	191226	47328	0	2	0	0	50	19	3397118	1.899248e-01	1
TNNT3	827096	481	53	133168	27434	0	2	0	0	50	15	4079952	1.902499e-01	1
FBP2	261413	427	41	140070	41934	0	2	0	0	50	12	3547918	1.903715e-01	1
DLG1	751489	417	36	403622	104284	0	3	0	0	50	6	4111446	1.907171e-01	1
INTS5	2425755	248	51	390978	142506	0	3	1	0	50	8	3259658	1.907310e-01	1
PADI3	490967	168	38	280082	77836	0	3	0	0	50	5	2719620	1.911456e-01	1
OTX2	191584	1012	-7	121220	35728	0	1	0	0	29	8	2425444	1.913334e-01	1
TOMM5	511883	338	34	43152	12354	0	1	0	0	50	11	3174050	1.914366e-01	1
SLFN12L	NaN	NaN	NaN	259028	66004	0	2	1	0	31	10	2912006	1.914422e-01	1
OR10Q1	637499	828	-25	126730	41006	0	4	1	0	50	28	2710282	1.915194e-01	1
ATP6V1G3	105821	404	-16	61596	11310	0	1	0	0	50	7	3286164	1.916458e-01	1
SNRNP70	2041001	200	41	180264	54636	0	2	0	0	50	8	3798710	1.918631e-01	1
FKBP1B	243145	226	33	52722	14094	0	1	0	0	50	7	2945414	1.919460e-01	1
SCN2A	119701	879	-9	857878	224054	0	13	2	0	10	5	1211330	1.920731e-01	1
MAPK8	107152	633	31	196272	48546	0	2	0	0	50	8	3795578	1.921910e-01	1
ATP1A4	841605	386	29	430302	121974	0	2	0	0	50	4	3101782	1.923045e-01	1
SPEF2	140884	598	-5	784218	196098	0	9	2	0	50	14	3646460	1.924289e-01	1
HIST1H1D	390169	544	57	87986	28594	0	1	1	0	46	10	1964228	1.925911e-01	1
HS2ST1	332598	515	0	152830	38048	0	2	0	0	50	12	3538348	1.926806e-01	1
OR2T34	116628	850	-20	127890	38628	0	2	0	0	50	12	3183040	1.929405e-01	1
EIF5	941484	175	37	186528	45240	0	2	0	0	50	9	3833336	1.932808e-01	1
ITGA1	173759	379	9	501410	134386	0	4	0	0	18	2	1175718	1.933867e-01	1
PTGDS	1979517	188	34	81316	22562	0	1	0	0	50	4	3428902	1.934272e-01	1
OR52K2	264090	862	-7	124990	40136	0	2	1	0	50	16	3773538	1.939097e-01	1
RILPL1	1039355	424	49	168780	46284	0	1	0	0	50	12	4234812	1.939263e-01	1
C19orf73	2011861	267	47	48604	19256	0	1	0	0	50	10	3362260	1.939418e-01	1
OSCAR	767094	317	-50	131196	45936	0	1	0	0	50	10	3003530	1.939670e-01	1
C10orf32	711862	192	45	47154	12528	0	1	0	0	50	12	3656262	1.940572e-01	1
RABL3	307936	475	10	102080	26854	0	1	0	0	50	19	3487076	1.940850e-01	1
SCCPDH	439136	282	3	181250	50866	0	2	0	0	50	10	3977814	1.940948e-01	1
CNGA2	126208	NaN	-2	274108	77198	0	2	0	0	26	7	2554146	1.940950e-01	1
GYG2	197004	NaN	17	210018	58986	0	2	0	0	50	7	3838962	1.944180e-01	1
ZFP90	765949	421	34	268830	66120	0	2	0	0	50	4	3649766	1.947536e-01	1
TNFAIP8L2	1562281	184	33	73660	23606	0	1	0	0	50	5	3415504	1.949184e-01	1
CT47B1	NaN	NaN	NaN	120698	37294	0	2	1	0	31	10	2883296	1.949808e-01	1
MKRN1	359405	521	24	203522	53824	0	1	0	0	50	10	4520404	1.950652e-01	1
OR1D2	457580	465	8	124700	38512	0	2	0	0	50	14	3345672	1.950981e-01	1
RHOC	559669	325	27	81432	22620	0	1	0	0	50	5	3773306	1.951362e-01	1
DZIP1	229772	438	45	374042	92278	0	2	0	0	50	8	3760546	1.954543e-01	1
TSC1	1919595	461	33	488128	134618	0	2	1	0	50	3	3168192	1.957520e-01	1
MCC	271270	620	16	436450	118784	0	2	1	0	50	6	3861408	1.957948e-01	1
PRKAR2B	231025	644	17	178002	47676	0	2	1	0	44	5	2667072	1.962954e-01	1
NOD2	294632	792	1	421718	129340	0	6	2	0	27	10	1850316	1.969667e-01	1
CYP27C1	354277	226	19	154860	44718	0	1	0	0	50	11	3545482	1.971895e-01	1
IL27RA	1013197	231	32	260884	80678	0	3	0	0	50	9	3511668	1.972786e-01	1
IL17F	313097	427	23	67628	19720	0	1	0	0	50	7	3579992	1.973278e-01	1
CPN1	1067171	188	51	192154	53012	0	2	0	0	50	6	3146558	1.973484e-01	1
FOXN2	254318	752	23	180670	48314	0	1	0	0	50	11	4128846	1.975929e-01	1
GLRB	44131	733	-34	211120	55100	0	3	0	0	50	18	3900848	1.979818e-01	1
DUSP9	1716845	NaN	44	151786	51272	0	1	0	0	50	9	3112396	1.981798e-01	1
RBM8A	706346	230	49	76212	18966	0	1	0	0	50	5	3525762	1.982319e-01	1
STATH	9753	991	-4	29696	6670	0	1	0	0	50	19	3042216	1.985729e-01	1
SLC7A13	192785	1147	3	189834	58464	0	3	0	0	50	16	2879352	1.988847e-01	1
SFRP4	100826	683	10	145986	38628	0	1	0	0	50	17	4339328	1.989077e-01	1
TPM1	431470	321	19	195750	48198	0	1	1	0	50	6	3217260	1.990872e-01	1
GLI4	1657385	389	19	152946	45936	0	2	0	0	50	9	3292428	1.991383e-01	1
ATP5G3	343228	752	28	59160	18618	0	1	0	0	50	9	3699356	1.993723e-01	1
SLITRK1	9008	874	-31	279850	83984	0	4	1	0	50	21	3254090	1.994143e-01	1
E2F2	1050775	159	32	177944	54868	0	2	1	0	50	6	2971282	1.995022e-01	1
WARS	410981	215	34	201956	51388	0	2	1	0	50	5	2968382	2.000192e-01	1
SLC2A7	840956	264	31	208568	66874	0	1	0	0	50	6	3346658	2.000555e-01	1
MRPL42	380369	364	15	68440	14384	0	1	0	0	50	10	4407884	2.003738e-01	1
PNPLA5	157623	473	13	177364	52664	0	2	0	0	50	9	3674358	2.003749e-01	1
