gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
EYA4	97438	409	-8	254286	67167	0	7	0	0	7	1	362916	1.654883e-01	1
GPR17	NaN	NaN	NaN	128163	41820	0	3	1	0	32	16	3032970	1.657637e-01	1
UBQLN4	2005405	213	39	217260	65484	0	1	0	0	50	3	3118497	1.662371e-01	1
PLAC8L1	396247	406	-2	66096	17748	0	1	0	0	50	20	2599368	1.662679e-01	1
APOBEC3A	1413709	372	44	74766	19482	0	1	0	0	50	30	3846981	1.663229e-01	1
UGT3A1	155890	614	-4	200124	56304	0	4	0	0	18	6	1110576	1.664198e-01	1
AQP2	1033911	220	48	93687	33303	0	1	0	0	50	14	3010581	1.665471e-01	1
C6orf15	2992134	283	23	112557	37689	0	1	0	0	50	11	3147414	1.665971e-01	1
C1orf35	702621	391	5	98991	26775	0	1	0	0	50	11	2437443	1.667213e-01	1
CALCA	344274	627	-9	71808	20604	0	2	0	0	50	15	2455344	1.667268e-01	1
CD209	719851	329	21	149634	40239	0	1	0	0	50	9	3511911	1.669129e-01	1
NT5M	900505	220	15	82875	24684	0	1	0	0	50	19	3195660	1.669260e-01	1
FAM71F2	875359	304	30	112200	32844	0	2	0	0	50	10	2827695	1.671582e-01	1
IRGC	452493	192	-2	159681	54213	0	3	0	0	50	11	2955756	1.673006e-01	1
SIX3	133317	566	23	115464	37995	0	3	0	0	50	13	2929389	1.673858e-01	1
REEP1	696855	425	37	96951	17493	0	2	0	0	50	15	3147720	1.676755e-01	1
ITPRIP	293891	376	8	193290	58854	0	2	1	0	50	12	2938773	1.677121e-01	1
NHLRC4	1115707	213	39	42228	14688	0	1	0	0	50	5	2431068	1.677192e-01	1
DCLK1	82515	1033	-14	268974	76500	0	6	0	0	43	28	2698002	1.678508e-01	1
H3F3B	1885370	198	27	49164	15555	0	1	0	0	50	7	3101820	1.681562e-01	1
FRMD7	151115	NaN	25	266118	68799	0	4	0	0	50	7	2408730	1.683888e-01	1
HARBI1	914919	176	39	125103	36159	0	2	0	0	50	10	3140682	1.684886e-01	1
CSRNP3	104412	947	2	213639	57783	0	4	0	0	50	28	3356616	1.685093e-01	1
DCTN3	731413	298	51	82620	22032	0	1	0	0	50	12	2329578	1.685286e-01	1
HDGF	1649536	208	53	115362	29988	0	1	0	0	50	11	3111051	1.687029e-01	1
RGS2	307992	477	-15	81345	18717	0	2	0	0	50	21	3291030	1.687493e-01	1
PABPC1L2A	NaN	NaN	NaN	71757	20502	0	2	1	0	26	9	1679022	1.692441e-01	1
RTP3	289420	565	32	86088	22083	0	2	0	0	50	20	3475446	1.699367e-01	1
DMRT3	83374	703	9	164934	53091	0	4	1	0	50	33	4472955	1.701226e-01	1
RPN1	1216952	303	49	220116	64770	0	3	1	0	50	10	2744412	1.703626e-01	1
ATAD3B	1714469	248	27	236538	70839	0	2	1	0	50	10	3087336	1.705283e-01	1
CD84	1164343	634	35	130407	32997	0	1	0	0	50	11	3135786	1.707290e-01	1
PILRA	1430637	204	54	111741	31467	0	1	0	0	50	9	2605386	1.709165e-01	1
LONRF3	571717	NaN	27	276267	78999	0	4	1	0	50	17	3060816	1.709852e-01	1
OR8D2	154391	921	-14	109293	33762	0	3	0	0	50	24	2773839	1.713439e-01	1
SLC14A2	374175	438	-8	335937	98430	0	5	1	0	50	16	3644919	1.714271e-01	1
KRT10	836683	269	-10	209814	63903	0	4	2	0	50	12	2369103	1.716505e-01	1
IFNE	242654	411	-6	76041	19890	0	2	0	0	50	19	2804031	1.717308e-01	1
LCE3C	285984	752	17	34527	9690	0	1	0	0	50	26	3237123	1.717869e-01	1
CPB2	354901	679	53	161619	39423	0	3	0	0	50	22	2491452	1.718114e-01	1
KHDRBS1	1216050	133	33	159222	49470	0	2	0	0	50	7	3289857	1.718802e-01	1
NSUN2	253355	585	6	288966	74868	0	4	0	0	45	15	2741862	1.719600e-01	1
CRYBA4	161795	547	-4	74052	19431	0	2	0	0	50	21	3222486	1.719720e-01	1
CXXC4	18498	982	18	70941	21318	0	1	0	0	50	24	3183114	1.719724e-01	1
C12orf66	472096	296	-17	161466	44778	0	1	0	0	50	8	3361971	1.720024e-01	1
GGT7	1040878	205	48	236589	76602	0	4	0	0	50	10	3017364	1.721766e-01	1
IQUB	89539	779	-21	296769	74103	0	4	0	0	31	26	2112777	1.722868e-01	1
NAPEPLD	594757	579	34	146574	37332	0	2	0	0	50	24	3355290	1.723240e-01	1
MYLK2	1015946	241	37	220116	61251	0	3	0	0	50	4	2461413	1.723554e-01	1
TP53I3	269570	385	38	119340	36567	0	1	0	0	50	10	2884356	1.725097e-01	1
TBC1D3B	739634	565	19	203490	56763	0	3	0	0	50	10	3494520	1.725710e-01	1
PLXNA4	314659	746	9	728943	207570	0	11	4	0	50	21	3079380	1.728265e-01	1
SCGB1A1	3053973	413	49	34629	9129	0	1	0	0	50	11	2861151	1.729903e-01	1
ATXN3	356163	415	27	141729	30855	0	1	0	0	50	11	3577293	1.729966e-01	1
GATA5	1190564	205	22	139791	46563	0	1	0	0	50	9	3012264	1.734898e-01	1
RIMS2	198819	1035	-8	520608	142800	0	11	1	0	16	11	1437231	1.737582e-01	1
RSL1D1	558203	294	37	181152	49419	0	1	0	0	50	4	2646237	1.738419e-01	1
TRAF1	645995	270	39	151215	43860	0	3	0	0	50	16	3458769	1.738888e-01	1
GTF2E1	307733	475	11	161007	43401	0	3	0	0	50	14	3003288	1.739147e-01	1
UTS2R	2598845	179	36	128316	50541	0	2	0	0	50	8	2928267	1.739297e-01	1
SERPINA3	316239	858	10	153357	43707	0	5	1	0	50	34	2646237	1.741873e-01	1
HCRTR2	27686	676	-13	162129	45798	0	5	1	0	37	28	2801736	1.745798e-01	1
YARS	1339617	195	26	196146	54009	0	3	1	0	50	13	3237633	1.745904e-01	1
PPARGC1A	19326	405	2	295341	78744	0	5	0	0	50	27	2639301	1.748155e-01	1
ITGA4	233378	518	20	390099	100572	0	3	0	0	50	9	3081471	1.748843e-01	1
DNAJB5	676166	394	23	150705	44370	0	2	1	0	45	9	3466725	1.749265e-01	1
C7orf34	294033	676	2	53754	15096	0	2	0	0	50	23	2493186	1.750901e-01	1
HBG2	109545	1056	-1	54162	15606	0	2	0	0	50	25	2578101	1.752192e-01	1
PIGU	1057035	190	51	161670	45186	0	1	0	0	50	6	2766801	1.752981e-01	1
RPL30	625892	272	35	45033	10965	0	1	0	0	50	10	3291489	1.753499e-01	1
IFNA16	193208	498	-3	68799	18717	0	2	0	0	50	22	2628387	1.754809e-01	1
HIPK4	1006719	289	35	219453	65586	0	2	1	0	50	12	3142977	1.756724e-01	1
OPLAH	2720766	211	27	457929	150246	0	5	0	0	45	6	2952135	1.758358e-01	1
LILRB5	717623	458	-6	213537	65535	0	4	3	0	44	16	2318970	1.762035e-01	1
TNNT3	827096	481	53	117096	24123	0	2	0	0	50	14	3587544	1.763128e-01	1
CST9L	189307	772	-47	54978	14178	0	1	0	0	50	43	3342183	1.763884e-01	1
POLR3D	586506	193	43	145299	42738	0	1	0	0	50	9	3128034	1.764444e-01	1
SYNGR2	527017	217	27	81600	23817	0	1	0	0	50	19	3070608	1.764494e-01	1
C1orf177	521961	249	25	163761	44625	0	2	0	0	50	17	2773482	1.765766e-01	1
PPARA	536661	179	24	172431	46512	0	2	0	0	50	18	3262062	1.766469e-01	1
PSMA8	168448	577	57	96339	25296	0	2	1	0	14	3	637806	1.766644e-01	1
TLR4	58763	944	-8	303348	83436	0	8	2	0	50	41	3317142	1.770282e-01	1
CYB5R4	87867	870	-12	199920	48858	0	2	0	0	26	13	2777307	1.770672e-01	1
TMEM106C	374433	246	47	93279	26214	0	1	0	0	50	14	2552091	1.772095e-01	1
WNK3	352631	NaN	25	658359	181764	0	9	2	0	50	18	3576222	1.772265e-01	1
TRIM40	1932849	486	48	84915	23103	0	1	0	0	50	21	2905164	1.775808e-01	1
CTNNA2	10595	1614	-24	308550	85884	0	15	3	0	50	44	2476560	1.778002e-01	1
OR4K14	420010	827	-51	109905	32691	0	3	1	0	50	20	2388687	1.778654e-01	1
RGS11	1340678	205	43	176409	49113	0	1	0	0	50	6	3131451	1.778658e-01	1
HIST1H2BM	267617	634	32	45033	13566	0	1	0	0	50	5	2221356	1.779943e-01	1
TRAF3IP1	295666	345	32	261120	66300	0	2	0	0	44	7	2570196	1.783883e-01	1
FBLN7	NaN	NaN	NaN	159222	47022	0	2	0	0	50	34	5726586	1.784595e-01	1
PROKR1	260004	596	12	139995	41157	0	3	0	0	50	13	2620839	1.785880e-01	1
FOXB1	573015	427	14	113985	36567	0	2	0	0	50	10	2867067	1.785904e-01	1
C3orf70	760533	598	32	91239	24582	0	2	0	0	50	19	3483963	1.786734e-01	1
RPL7	259225	340	19	94299	23817	0	1	0	0	50	18	3176382	1.786744e-01	1
FBXL20	1467668	179	20	164373	44778	0	2	0	0	50	17	2706774	1.790462e-01	1
KRTAP9-8	996799	468	-7	58497	15249	0	2	0	0	50	23	2455650	1.793010e-01	1
NEURL2	725555	209	59	98175	33711	0	1	0	0	50	13	2774604	1.793103e-01	1
LIPJ	160462	318	32	140964	32844	0	1	0	0	50	10	2878644	1.794478e-01	1
RGS22	290819	449	22	481236	115923	0	4	0	0	50	16	3214887	1.794596e-01	1
CLIP3	980636	320	19	199104	60384	0	3	0	0	50	7	2658375	1.795632e-01	1
PKIG	791812	171	44	28560	8007	0	1	0	0	50	16	3205350	1.796028e-01	1
PRKCB	513265	610	21	274941	67932	0	5	0	0	39	13	1930146	1.796358e-01	1
COL5A2	237205	422	1	543864	177072	0	10	2	0	50	20	3192243	1.797089e-01	1
IL9R	NaN	NaN	NaN	189720	54774	0	3	0	0	50	34	5734338	1.800641e-01	1
ARHGAP30	689033	250	23	393924	118626	0	5	1	0	50	13	2732019	1.800657e-01	1
IL5	713465	320	66	50031	14076	0	1	0	0	50	7	2828613	1.801887e-01	1
CHRM1	2342595	181	71	159579	52632	0	2	0	0	50	20	3478353	1.804900e-01	1
PDHA2	16119	968	-25	138414	40443	0	8	2	0	32	54	2422959	1.805740e-01	1
KCNH4	2129732	206	30	360264	116178	0	3	0	0	50	9	3170517	1.806522e-01	1
PLB1	478034	172	32	560643	149277	0	5	1	0	50	11	2566728	1.807518e-01	1
PPIAL4D	NaN	NaN	NaN	119442	32640	0	2	0	0	50	34	5712204	1.811213e-01	1
ENPP2	255492	552	7	359907	88230	0	4	0	0	50	15	3230697	1.812613e-01	1
DBN1	1079488	261	50	248727	71961	0	4	0	0	50	10	2366349	1.814783e-01	1
HIGD1A	369545	396	31	41310	10710	0	1	0	0	50	10	2738394	1.816106e-01	1
HNRNPF	368953	270	7	149940	41616	0	1	0	0	50	11	3544602	1.818995e-01	1
UROC1	289633	508	52	272850	77979	0	4	1	0	50	11	3341214	1.819145e-01	1
IGF2BP1	820571	174	28	214914	58956	0	2	0	0	50	11	2732937	1.820580e-01	1
ACBD6	543108	445	12	105876	28305	0	1	0	0	50	15	2936478	1.822674e-01	1
SPRR2G	822908	602	28	27285	7293	0	1	0	0	47	22	3339684	1.825877e-01	1
EBF1	123440	728	39	220269	60639	0	2	1	0	50	10	2707488	1.826881e-01	1
MOGAT2	528291	418	45	121584	35088	0	1	0	0	50	15	3586320	1.828666e-01	1
AMPH	167080	639	7	259539	72471	0	5	1	0	50	17	3109215	1.829910e-01	1
BRE	536663	376	27	170697	45186	0	2	0	0	48	13	2426580	1.830171e-01	1
SNX12	790100	NaN	37	60333	16932	0	1	0	0	50	12	3553629	1.833946e-01	1
CPT1C	1716449	192	41	292638	87414	0	3	0	0	50	14	3555567	1.834994e-01	1
S100A5	1454773	186	26	42942	9843	0	1	0	0	50	10	2775879	1.835324e-01	1
CPNE1	1423559	169	53	225624	63699	0	3	0	0	50	8	2670921	1.837546e-01	1
HES2	643751	198	22	60180	21828	0	1	0	0	50	6	3399813	1.837885e-01	1
ATP6V0C	2085452	321	49	54519	18309	0	1	0	0	50	12	3015630	1.838600e-01	1
TSG101	623656	341	20	145401	39576	0	2	0	0	50	11	3543480	1.838806e-01	1
CD247	478690	558	10	63852	16167	0	2	0	0	50	24	3022413	1.841954e-01	1
TRMT2B	418391	NaN	37	186456	52683	0	4	0	0	50	11	3179442	1.843612e-01	1
POLDIP2	1405196	214	10	136170	39168	0	2	0	0	50	10	3223302	1.844809e-01	1
FRZB	330424	450	6	118983	33711	0	1	0	0	50	9	2528427	1.845546e-01	1
KIAA1467	697100	196	7	224400	69207	0	2	1	0	50	12	3056838	1.850099e-01	1
TMEM141	1898901	190	39	42381	10404	0	1	0	0	50	12	3565512	1.850552e-01	1
C5orf58	97631	636	31	39474	9639	0	1	0	0	50	15	3428628	1.851040e-01	1
FAM83A	519858	171	22	162231	50439	0	2	0	0	50	17	2723859	1.851599e-01	1
COX7B2	86349	938	11	30243	8007	0	1	0	0	50	19	3392265	1.853499e-01	1
HSPA8	709511	307	8	235926	65943	0	3	0	0	50	14	3704946	1.856258e-01	1
PSMA7	861466	288	-13	92412	25551	0	1	0	0	50	17	2756448	1.856269e-01	1
SLC29A1	1107034	216	51	167637	49929	0	2	1	0	43	12	2300712	1.856580e-01	1
CPNE7	1094600	211	38	233784	67014	0	3	0	0	50	5	2321214	1.857806e-01	1
OR51D1	212267	935	-3	112404	37383	0	4	0	0	50	36	3057501	1.863645e-01	1
OR52K1	190769	879	-1	110211	34986	0	2	0	0	50	12	2838966	1.864419e-01	1
GPR55	1020678	519	45	114036	32844	0	2	0	0	50	18	3902928	1.870619e-01	1
C11orf84	1320765	201	47	136986	41412	0	2	0	0	50	10	3360747	1.871972e-01	1
GTDC1	60793	692	12	172176	44013	0	2	1	0	50	19	3104829	1.873375e-01	1
GAL3ST4	1299015	205	52	168300	56457	0	2	0	0	50	6	2985795	1.874245e-01	1
PBX3	491989	545	36	161007	43554	0	1	0	0	50	8	3077391	1.876317e-01	1
CYP11B2	447193	438	36	182733	53805	0	4	2	0	28	12	1491189	1.879121e-01	1
DNAJA4	447425	371	54	166872	41820	0	1	0	0	50	6	2790720	1.879575e-01	1
ENGASE	592461	285	15	268311	81447	0	2	1	0	50	8	2893281	1.880848e-01	1
HIST1H1D	390169	544	57	77367	25143	0	2	1	0	46	10	1727166	1.884806e-01	1
POP1	635159	368	44	374850	104805	0	5	0	0	50	11	3241662	1.887166e-01	1
AP2M1	1456939	257	45	168096	38301	0	3	1	0	50	13	3062499	1.890081e-01	1
TUBB3	1131847	221	40	163812	45339	0	1	0	0	50	4	2330241	1.890396e-01	1
MRPS6	785767	574	70	46053	13005	0	1	0	0	50	8	2778021	1.891916e-01	1
CPN2	344707	269	34	189567	61659	0	4	0	0	37	10	1991703	1.892450e-01	1
ZDBF2	328087	597	18	858891	223890	0	10	2	0	50	21	3833466	1.895660e-01	1
SPRR2E	687290	704	30	26928	7191	0	1	0	0	50	24	3069894	1.896136e-01	1
CDK14	127937	1027	7	170187	45237	0	2	0	0	50	20	3327648	1.896547e-01	1
KIAA0101	766091	263	33	46002	11067	0	1	0	0	50	9	2939742	1.896902e-01	1
PLXDC2	19386	1014	-10	198645	52581	0	5	1	0	50	41	3277209	1.899869e-01	1
OR10J1	347588	699	-5	113169	34782	0	3	0	0	50	21	2538474	1.900024e-01	1
TSGA13	278944	433	9	104244	26112	0	2	0	0	50	14	2872881	1.905005e-01	1
VAMP7	NaN	NaN	NaN	111945	22542	0	2	0	0	50	34	5702106	1.905168e-01	1
GNG8	1139694	347	28	25551	7497	0	1	0	0	10	0	599811	1.906826e-01	1
TINAG	58216	617	4	181458	43605	0	3	1	0	50	35	3967392	1.908836e-01	1
RASSF2	467742	485	32	122502	33711	0	4	1	0	10	1	360468	1.911147e-01	1
AP3B2	509813	608	16	387804	112965	0	5	1	0	50	23	2955807	1.914134e-01	1
SLC5A6	1238919	230	39	227919	72573	0	3	1	0	50	6	2615382	1.917244e-01	1
CST2	159399	889	-45	52173	14535	0	2	0	0	50	26	2410617	1.917515e-01	1
SLC2A5	865627	264	31	200379	61557	0	2	0	0	50	4	2795259	1.918162e-01	1
SH2B2	574073	361	45	206601	68187	0	3	1	0	50	13	2999922	1.918217e-01	1
WFDC9	736165	438	18	35190	7956	0	1	0	0	50	14	2954481	1.919432e-01	1
RPL5	582788	274	4	113373	28305	0	1	0	0	50	19	3467796	1.919980e-01	1
SULT1A2	1141256	269	53	111639	28815	0	1	0	0	50	18	3232176	1.920550e-01	1
EIF5B	387331	612	25	464100	110415	0	5	0	0	50	19	3464634	1.923660e-01	1
SRCAP	1632278	158	61	1115421	386580	0	8	2	0	50	7	3373140	1.923675e-01	1
HELT	335039	582	29	115362	36873	0	1	0	0	50	14	3291591	1.924584e-01	1
C1QTNF2	197614	469	27	115821	37638	0	1	0	0	50	10	2580651	1.926850e-01	1
CSNK1D	2856070	193	24	157080	44727	0	2	0	0	50	7	2844270	1.927581e-01	1
KTN1	687929	308	23	530859	120462	0	2	0	0	50	4	3664503	1.928178e-01	1
MCHR1	726133	165	54	147084	47685	0	1	0	0	50	8	2864823	1.929567e-01	1
AVPR2	2328608	NaN	27	129948	45084	0	1	0	0	50	15	3773847	1.929707e-01	1
MAP4K1	1503183	363	27	318750	92514	0	3	0	0	23	6	1482774	1.930822e-01	1
GTSF1	642618	190	38	67269	14739	0	1	0	0	50	5	3042558	1.933021e-01	1
SLC39A3	1354357	291	25	119697	41718	0	2	0	0	50	12	3082593	1.935871e-01	1
SLC9A4	184297	671	6	292026	81447	0	5	2	0	17	7	1246440	1.936811e-01	1
C18orf21	399000	585	15	82110	21777	0	1	0	0	50	27	3158481	1.939504e-01	1
FADS2	1618824	212	64	168708	42279	0	1	0	0	50	9	3392928	1.943379e-01	1
FCRL1	113186	829	26	167892	45696	0	3	1	0	50	15	2811681	1.943870e-01	1
OR5H1	200002	811	-15	111486	32334	0	2	0	0	50	33	3021087	1.944496e-01	1
PACRGL	42454	1252	22	82824	23358	0	2	0	0	50	20	2988498	1.946350e-01	1
AFMID	605209	191	26	117351	31212	0	2	0	0	50	13	3183420	1.947734e-01	1
LIPK	160610	327	36	150603	37587	0	1	0	0	50	9	2883387	1.948086e-01	1
PDCD1LG2	307589	556	37	101541	27897	0	1	0	0	50	14	2559792	1.948386e-01	1
FAM71F1	875359	304	30	126837	35496	0	2	0	0	50	10	2827695	1.949024e-01	1
CYYR1	345442	626	-75	56712	16269	0	5	1	0	5	2	213435	1.949127e-01	1
PDE3B	364855	539	-14	404685	115362	0	6	0	0	7	5	970326	1.949328e-01	1
GRAP2	842645	411	34	123165	33048	0	2	0	0	50	12	3158634	1.950775e-01	1
C11orf24	833157	233	52	155193	52581	0	1	0	0	50	7	2724165	1.951317e-01	1
TRPC4	72221	573	-19	360519	96798	0	8	2	0	35	25	2371806	1.952314e-01	1
FIBP	3779084	287	42	135864	37179	0	1	0	0	50	12	2828205	1.956692e-01	1
IGSF11	197243	714	3	161466	48909	0	3	0	0	50	22	3445152	1.957064e-01	1
FER	140251	741	20	314568	74511	0	5	2	0	50	21	3019251	1.962547e-01	1
LILRB3	717623	458	-6	229857	68034	0	3	0	0	50	17	2582691	1.962675e-01	1
CRLF1	1397040	222	33	151368	47685	0	3	0	0	50	15	3201729	1.962864e-01	1
PPTC7	890955	144	38	110670	32385	0	1	1	0	50	14	2982225	1.964265e-01	1
BCL2L13	413666	221	-23	174012	52734	0	2	0	0	50	16	3010428	1.964790e-01	1
PADI1	524388	182	42	246279	67983	0	4	0	0	50	8	2418726	1.966466e-01	1
SVOP	574926	NaN	32	112047	32844	0	2	0	0	50	18	3784149	1.970496e-01	1
ZNF677	427680	921	-46	219861	50490	0	3	0	0	50	17	2482578	1.973524e-01	1
SYT9	97813	941	-3	179877	49623	0	4	0	0	50	35	3002778	1.975174e-01	1
KCNJ5	194422	602	1	151164	42840	0	2	0	0	50	21	2905929	1.976052e-01	1
RCVRN	63518	366	-41	74715	18768	0	1	0	0	50	24	2896698	1.977737e-01	1
CARKD	504689	278	33	140352	44931	0	1	0	0	50	9	2948973	1.980567e-01	1
ACD	1065785	147	41	194718	64770	0	1	0	0	50	9	4035732	1.980571e-01	1
AGXT	1187158	297	30	142749	43758	0	2	0	0	50	9	3022770	1.981426e-01	1
LYRM2	394472	603	35	33558	8823	0	1	0	0	50	18	3271242	1.981830e-01	1
CA12	449769	275	47	132804	36261	0	1	0	0	50	12	3190203	1.981920e-01	1
POU6F1	496692	176	40	108069	33609	0	1	1	0	50	11	2472990	1.983453e-01	1
PTGDR	405022	533	18	123930	42228	0	2	0	0	50	16	3814749	1.985259e-01	1
KRTAP10-9	874480	461	25	103938	30855	0	2	0	0	50	15	3243141	1.987007e-01	1
TRIM72	1203752	478	17	168351	54723	0	3	0	0	50	8	2313309	1.987213e-01	1
FAM26E	261450	479	19	112047	31161	0	2	0	0	50	16	3342234	1.988986e-01	1
EFCAB3	344431	362	8	187578	44829	0	1	0	0	50	7	3058878	1.988999e-01	1
SCGN	260299	630	23	108069	25194	0	2	0	0	50	12	2557293	1.989363e-01	1
UBE2E3	114904	888	11	77877	20655	0	2	0	0	50	22	2988753	1.989406e-01	1
PRUNE2	178730	851	-15	1125366	303501	0	18	3	0	50	20	2955756	1.991370e-01	1
PF4V1	233432	444	6	38250	11475	0	1	0	0	50	13	3080757	1.991834e-01	1
FMOD	552574	325	40	134232	40035	0	2	1	0	50	8	2545665	1.992444e-01	1
ITLN1	1048810	583	27	118065	30345	0	1	0	0	50	11	2481456	1.992772e-01	1
CALCOCO1	1501666	272	56	255051	71145	0	2	0	0	50	10	2938365	1.993473e-01	1
DRGX	NaN	NaN	NaN	97461	28917	0	2	0	0	50	34	5708481	1.993638e-01	1
XYLB	301536	437	24	202266	55233	0	2	0	0	50	16	3384921	1.994118e-01	1
PCDHGA9	NaN	NaN	NaN	333948	105315	0	4	1	0	50	35	5784879	1.995539e-01	1
OR52N2	203856	922	-5	114036	33609	0	2	0	0	50	24	2436321	1.996039e-01	1
PIK3AP1	794261	622	28	297840	81906	0	3	1	0	50	20	3927306	1.996509e-01	1
SLAMF8	802263	403	6	102408	31314	0	1	0	0	50	10	2239308	2.000154e-01	1
KY	221323	459	13	245973	64311	0	4	0	0	50	13	2910009	2.000187e-01	1
LPCAT1	557296	390	37	194718	58803	0	3	0	0	50	13	3102738	2.001674e-01	1
RNASE11	637784	493	22	73746	18666	0	1	0	0	50	20	2354415	2.003228e-01	1
TRPM8	297512	527	14	413610	108885	0	7	1	0	50	20	2763792	2.004606e-01	1
NPBWR2	1032302	312	51	113322	39831	0	3	2	0	26	9	1507458	2.005254e-01	1
FTHL17	77068	NaN	8	65943	18819	0	2	0	0	50	37	3800418	2.007098e-01	1
CYC1	2720766	211	27	116484	37128	0	1	1	0	31	6	1937439	2.008708e-01	1
LRRC37B	692401	356	23	343179	98991	0	2	0	0	50	8	3557811	2.009442e-01	1
TRIAP1	1573849	216	44	30141	6426	0	1	0	0	31	8	1699626	2.009816e-01	1
C7	211302	644	5	316149	81651	0	6	0	0	39	12	2233902	2.011907e-01	1
KLHL10	1809123	171	34	223890	58395	0	2	1	0	50	15	3115029	2.011978e-01	1
VAV1	739481	272	31	321606	82926	0	3	0	0	50	11	3291999	2.012124e-01	1
RABGAP1L	235125	938	7	322881	81345	0	4	1	0	50	20	3199944	2.012300e-01	1
RHBDF2	1202221	197	29	313344	90423	0	4	0	0	17	1	1276785	2.012970e-01	1
CCDC51	1401411	263	32	145146	45798	0	1	0	0	50	12	3138489	2.018371e-01	1
CAPZB	811050	429	41	103479	26724	0	1	0	0	50	15	2806173	2.019742e-01	1
PBXIP1	1612870	224	35	264690	77418	0	3	1	0	50	11	2648634	2.020496e-01	1
CDC20	1088321	252	27	182835	53091	0	1	0	0	50	7	3178218	2.020599e-01	1
LCE2D	169158	818	24	40239	11322	0	1	0	0	50	20	2891547	2.020903e-01	1
NR0B1	73561	NaN	28	165699	51408	0	2	0	0	50	24	3833517	2.021141e-01	1
BTNL8	783856	602	14	205683	52734	0	2	0	0	50	17	3272925	2.021789e-01	1
NKAPL	273319	502	35	146523	38760	0	2	0	0	50	7	2537097	2.022946e-01	1
CXCL6	233432	444	6	40902	13719	0	1	0	0	50	13	3080757	2.023090e-01	1
SERPINA5	316239	858	10	147747	41514	0	4	1	0	50	34	2646237	2.023478e-01	1
GJB5	548013	580	19	97563	28815	0	2	0	0	50	14	2518125	2.023920e-01	1
UGT2B28	21304	997	-3	195942	50694	0	5	1	0	50	40	2697951	2.024965e-01	1
NBAS	186706	1405	10	882708	237558	0	12	2	0	50	19	3182757	2.025730e-01	1
VDR	387225	207	44	158304	43044	0	1	1	0	50	7	2745330	2.026696e-01	1
GRHPR	534559	337	36	120003	36210	0	2	0	0	50	12	3018435	2.027461e-01	1
OR51A2	65798	1006	-15	110466	33354	0	2	0	0	50	33	3023433	2.028343e-01	1
SOD2	643775	604	19	83640	21777	0	2	0	0	50	19	2868801	2.028544e-01	1
ZBTB7B	1612870	224	35	187986	61098	0	3	0	0	50	11	2648634	2.029807e-01	1
MAPK1	458136	299	47	135456	35139	0	2	0	0	50	10	2849829	2.029992e-01	1
TTLL4	1055730	269	42	438141	123675	0	3	0	0	44	15	3095598	2.030861e-01	1
CYP11A1	641004	222	46	190893	53601	0	1	1	0	50	8	3247884	2.033283e-01	1
PRPH2	975176	194	36	125307	35190	0	2	1	0	31	6	1997517	2.033417e-01	1
PTMS	2816186	232	48	41055	8670	0	1	0	0	50	15	3628803	2.034415e-01	1
ZSCAN10	1626425	234	44	255969	80019	0	3	1	0	50	14	3245946	2.034507e-01	1
NTN4	461515	237	7	233427	60792	0	2	0	0	50	16	3623091	2.039926e-01	1
ACTR1A	871726	178	41	139740	39423	0	1	0	0	50	13	3092436	2.043964e-01	1
MYO1A	2026922	199	41	389436	106284	0	3	1	0	50	5	3047250	2.044044e-01	1
LGALS1	1136064	180	65	51000	13872	0	1	0	0	50	8	2766240	2.045915e-01	1
MAPK4	243391	442	21	210222	62118	0	2	0	0	50	14	3024810	2.046058e-01	1
HK3	1129866	222	54	330021	105111	0	3	1	0	50	15	3744318	2.046105e-01	1
C1orf168	39470	514	-6	277389	68850	0	4	0	0	50	24	3384768	2.046122e-01	1
PANX3	171574	746	-1	139332	42891	0	3	0	0	50	26	3754518	2.047051e-01	1
PTH2R	221399	671	0	205683	54570	0	3	1	0	50	20	2739669	2.047665e-01	1
OPRL1	1032302	312	51	128775	43350	0	3	0	0	50	22	2986050	2.051042e-01	1
ACTRT2	308009	634	19	133008	40800	0	2	0	0	50	23	2807040	2.052142e-01	1
ANAPC16	764632	140	40	40545	12240	0	1	0	0	50	12	3018333	2.052269e-01	1
SPATC1	2650698	211	27	203847	70635	0	2	0	0	50	7	3693012	2.054345e-01	1
PCDHGA8	NaN	NaN	NaN	330735	105009	0	4	2	0	32	17	3096159	2.054792e-01	1
B4GALT2	875223	214	39	134028	40851	0	1	1	0	50	11	2850594	2.056028e-01	1
MIB1	246867	325	47	373779	100674	0	2	0	0	50	11	2807805	2.063532e-01	1
GPX6	255783	592	26	83028	21624	0	2	0	0	50	27	3626100	2.063899e-01	1
TSPAN7	99411	NaN	23	93024	26316	0	1	0	0	50	18	2507976	2.066408e-01	1
PLK1	530660	509	35	218484	64566	0	2	0	0	50	19	3689952	2.066428e-01	1
FAM3C	100604	535	-1	88842	21318	0	2	0	0	50	24	3456678	2.066892e-01	1
CXCL10	489826	399	43	37740	9843	0	1	0	0	50	15	2990232	2.070307e-01	1
RDH5	1814311	384	26	110874	37995	0	2	0	0	50	9	2284392	2.070640e-01	1
HCCS	80480	NaN	30	101847	25296	0	1	0	0	50	19	3204075	2.072281e-01	1
ATP6V1H	263637	437	9	185334	44778	0	2	1	0	50	15	2835600	2.072574e-01	1
