gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
E2F2	1050775	159	32	162604	50138	0	1	0	0	50	8	2715137	2.338217e-01	1
MFAP4	630769	332	11	98792	26818	0	1	0	0	50	11	4244187	2.340555e-01	1
PADI3	490967	168	38	255937	71126	0	3	1	0	50	9	2485170	2.340807e-01	1
NMU	247026	456	28	70649	18550	0	1	0	0	50	5	2601399	2.342131e-01	1
OR8S1	1494035	421	25	130327	41870	0	1	0	0	50	13	2756265	2.343266e-01	1
THPO	1447013	268	44	149990	21412	0	2	0	0	50	16	4179421	2.344786e-01	1
ARMS2	252955	279	5	39591	12879	0	1	0	0	50	16	3220651	2.345184e-01	1
RGAG4	582710	NaN	53	210569	61321	0	2	0	0	50	5	2787694	2.345619e-01	1
CDC45	710221	298	19	238023	60261	0	1	0	0	50	6	3340484	2.346523e-01	1
MRPL54	2144458	206	34	52788	15105	0	1	0	0	50	10	2862000	2.347587e-01	1
ACSM2B	166410	726	-6	222176	61798	0	3	0	0	50	11	3057252	2.350451e-01	1
ZBTB11	548328	445	16	401263	107855	0	4	0	0	50	7	2883942	2.350629e-01	1
SYT11	2096440	179	32	160749	47223	0	1	1	0	50	10	2762996	2.350775e-01	1
TMEM171	447937	584	21	120416	36835	0	2	0	0	50	15	3005736	2.352500e-01	1
LY6D	427585	373	34	48071	15052	0	1	0	0	50	9	2616239	2.352520e-01	1
NSUN3	85578	1378	-9	130327	35510	0	1	0	0	50	19	3593347	2.353759e-01	1
OSTN	124914	878	7	49608	15264	0	1	0	0	50	12	2984112	2.358733e-01	1
STAP1	128996	689	35	117607	28991	0	2	0	0	50	20	3493760	2.365201e-01	1
FGF19	465152	561	38	80030	24751	0	1	0	0	50	5	3005789	2.366646e-01	1
KRT4	1781225	288	27	223819	65084	0	1	1	0	50	5	2808947	2.369455e-01	1
ACOXL	NaN	NaN	NaN	225727	62222	0	3	0	0	50	26	5964514	2.370227e-01	1
PCDHGA10	NaN	NaN	NaN	355471	111512	0	3	1	0	50	27	6013804	2.372205e-01	1
KHDRBS2	1561	1153	-32	134567	37471	0	4	1	0	37	34	2068484	2.373280e-01	1
PRAMEF17	NaN	NaN	NaN	178239	50244	0	1	0	0	50	26	5952536	2.373851e-01	1
LZTR1	577297	192	58	323618	90418	0	3	0	0	50	13	3127106	2.375034e-01	1
NRSN2	879317	185	41	75313	23744	0	1	0	0	50	11	3118997	2.377422e-01	1
NLRP4	959325	484	-56	378950	101389	0	5	3	0	30	10	1819967	2.377889e-01	1
OR10R2	177013	929	7	122165	37948	0	2	0	0	50	16	3034091	2.380151e-01	1
EIF1B	195546	675	10	45156	11130	0	1	0	0	50	15	3113114	2.381941e-01	1
OR52M1	190769	879	-1	113526	38001	0	2	0	0	50	16	2950298	2.382682e-01	1
PPFIA4	430455	453	42	267279	77751	0	3	1	0	50	8	2929628	2.382736e-01	1
NKAIN4	1005137	285	50	80560	23267	0	1	0	0	50	5	2970120	2.383472e-01	1
CHORDC1	132433	1152	-21	133719	31482	0	3	0	0	50	34	3371595	2.384861e-01	1
SYN1	775214	NaN	38	261555	82839	0	3	0	0	50	11	3507699	2.385480e-01	1
KRTAP5-6	NaN	NaN	NaN	48654	13674	0	1	0	0	50	26	5915966	2.385804e-01	1
TXLNA	1460758	218	29	210622	56657	0	1	0	0	50	7	3228336	2.389449e-01	1
ZNF488	117080	445	21	121582	41075	0	2	0	0	50	14	3024498	2.390016e-01	1
OR52K1	190769	879	-1	114533	36358	0	2	0	0	50	16	2950298	2.391686e-01	1
CPXCR1	1148	NaN	-19	114533	30157	0	2	1	0	50	44	3300575	2.394878e-01	1
SIX3	133317	566	23	119992	39485	0	2	0	0	50	14	3044267	2.397130e-01	1
SCNN1D	1744013	273	28	264470	81037	0	1	0	0	50	5	3394120	2.397305e-01	1
DDB1	1259416	286	50	440377	120416	0	6	0	0	50	12	3059743	2.402140e-01	1
RAB40B	855855	243	21	104251	32012	0	1	0	0	50	2	2659964	2.404109e-01	1
VWC2L	52906	1018	-1	87132	21147	0	2	0	0	50	27	3368892	2.406456e-01	1
ALG8	551110	208	23	210622	58724	0	1	0	0	50	11	3504148	2.408192e-01	1
UBQLN3	99343	946	-2	237652	75896	0	4	1	0	50	18	3223619	2.408403e-01	1
LCN8	1898901	190	39	60208	16589	0	1	0	0	50	12	3705336	2.409657e-01	1
TRIM11	682437	316	7	171826	55067	0	1	0	0	50	14	3883681	2.410249e-01	1
TXNDC2	431025	168	34	208237	57611	0	3	0	0	50	11	2948761	2.412120e-01	1
WNT5B	270921	254	34	135945	38319	0	2	0	0	50	7	2124187	2.412517e-01	1
PROCR	1346435	168	46	88245	27666	0	1	0	0	50	6	3464133	2.412626e-01	1
ATAD1	335357	169	45	141775	36623	0	2	0	0	50	11	2718264	2.412901e-01	1
RELL2	771583	353	25	114798	34503	0	1	0	0	50	3	3423005	2.413261e-01	1
HIST1H4F	390169	544	57	37206	12720	0	1	0	0	50	10	2063820	2.413891e-01	1
AADACL3	145424	454	23	133295	36994	0	2	0	0	50	13	2927031	2.414707e-01	1
ADCY6	1715886	328	38	438151	132818	0	3	0	0	50	10	3037430	2.419308e-01	1
PCNP	549032	445	14	69642	18603	0	1	0	0	50	8	3155832	2.420655e-01	1
OR6M1	92984	637	-1	113791	35828	0	2	1	0	50	20	3274022	2.420977e-01	1
DARS	440321	410	30	199492	49502	0	1	0	0	50	9	3172580	2.421111e-01	1
PRLHR	613868	617	8	130115	47488	0	1	0	0	50	16	2932490	2.421653e-01	1
GINS2	390985	250	38	72928	18656	0	1	0	0	50	6	2808470	2.421814e-01	1
SLC23A3	773232	177	36	232193	70066	0	3	0	0	50	10	2972187	2.424107e-01	1
KLC1	816643	204	41	251273	59572	0	2	1	0	26	6	1182165	2.424630e-01	1
IZUMO1	1635420	190	44	137111	36358	0	2	0	0	28	5	1713702	2.430925e-01	1
PREB	1214097	238	50	155608	48866	0	2	1	0	50	12	3385905	2.432157e-01	1
RHOXF2B	800534	NaN	23	220162	59360	0	1	0	0	50	10	3778052	2.432935e-01	1
ZNF518B	218121	1074	15	401104	111671	0	3	0	0	40	2	2070604	2.436140e-01	1
RPP40	119393	391	24	142570	36146	0	2	1	0	50	14	3169188	2.437401e-01	1
ZNF157	792781	NaN	29	194510	49555	0	1	0	0	50	7	2792835	2.438572e-01	1
XPNPEP2	358809	NaN	48	262721	71974	0	2	0	0	50	15	3451254	2.438736e-01	1
RAET1L	402308	382	51	93704	26182	0	1	0	0	50	5	3324531	2.444734e-01	1
STXBP6	259495	800	-3	83475	20352	0	2	0	0	50	25	2998210	2.444748e-01	1
NLGN1	34593	1079	-18	308407	87185	0	11	1	0	24	20	1394589	2.445031e-01	1
CSF2RA	NaN	NaN	NaN	201188	49237	0	1	0	0	50	26	5951529	2.447646e-01	1
GINS4	325055	496	29	88934	22366	0	1	0	0	50	8	3174488	2.448462e-01	1
DRD2	108041	610	5	168381	47859	0	5	1	0	50	21	2759657	2.449299e-01	1
HIST1H2BC	398813	636	53	46534	14363	0	2	1	0	19	4	530689	2.450270e-01	1
LRFN1	1793696	252	31	269187	99693	0	3	0	0	50	8	3404349	2.454043e-01	1
GAB3	1737597	NaN	10	223660	62858	0	1	0	0	17	0	1474937	2.454082e-01	1
MMP17	364888	206	17	223660	70490	0	2	0	0	50	16	3099493	2.454694e-01	1
DHX57	850010	297	25	530477	145750	0	3	2	0	50	15	3378326	2.455338e-01	1
VHL	825905	170	39	79288	24062	0	1	0	0	50	4	2597530	2.455378e-01	1
NANP	547844	515	-31	93810	25917	0	1	0	0	50	20	2424220	2.456335e-01	1
PLIN3	765978	187	52	163240	48707	0	2	0	0	50	8	2708141	2.457677e-01	1
SFRP2	142627	793	-3	112148	30316	0	1	0	0	50	20	3196059	2.458722e-01	1
FEZ1	363322	629	21	155078	38425	0	2	0	0	50	10	2815519	2.464116e-01	1
ARFGAP2	1206881	273	24	203838	55014	0	2	0	0	50	7	3074530	2.466198e-01	1
C15orf27	374349	405	22	201824	58300	0	2	1	0	50	8	3260931	2.469789e-01	1
FUS	1250318	351	26	205216	55067	0	1	0	0	50	10	3277573	2.470169e-01	1
APLP2	624855	203	15	299344	75896	0	3	2	0	50	7	2969484	2.473748e-01	1
NDE1	495419	283	26	148029	38319	0	1	1	0	50	14	3013421	2.473879e-01	1
MAGEA3	201810	NaN	-3	116388	34503	0	1	0	0	50	15	2413885	2.475843e-01	1
AGTR1	271257	825	-24	133772	38584	0	3	0	0	50	23	2771105	2.476399e-01	1
RAB9B	472103	NaN	26	76691	20299	0	1	0	0	50	10	3780331	2.476981e-01	1
HTRA4	421614	428	42	176861	55756	0	3	0	0	50	13	3338841	2.477407e-01	1
FAM153B	592877	609	19	160431	38319	0	1	0	0	50	12	3080095	2.477472e-01	1
SAMD12	190644	575	17	80507	21730	0	1	0	0	50	4	2442240	2.477761e-01	1
LIN7B	2011861	267	47	78705	24645	0	1	0	0	50	7	3072410	2.478041e-01	1
FABP9	191177	595	1	53000	12190	0	1	0	0	50	13	3041193	2.480962e-01	1
BTBD17	362227	433	-8	170554	59201	0	2	0	0	50	12	3780914	2.481031e-01	1
PIK3CA	401889	613	11	418382	104251	0	4	0	0	50	10	3250702	2.483988e-01	1
TMEM155	326547	440	18	49926	14469	0	1	0	0	50	18	3799729	2.488502e-01	1
SERPINB4	174293	370	-5	153647	37312	0	2	1	0	50	14	3315680	2.490816e-01	1
MRPS5	172221	647	11	168328	44255	0	2	1	0	50	10	3057464	2.490857e-01	1
ROCK1	185443	407	-6	542508	124179	0	5	0	0	10	0	668860	2.497245e-01	1
C4BPA	501293	142	22	231769	60473	0	2	2	0	31	7	1822776	2.497715e-01	1
PVALB	1248441	537	35	45050	10441	0	1	0	0	50	24	4312239	2.500187e-01	1
DENND2A	356082	503	31	381759	110823	0	6	0	0	50	14	2929310	2.501384e-01	1
GJA9	524940	458	24	192867	53901	0	2	0	0	50	18	2781493	2.503233e-01	1
OR56B4	465433	806	-1	116229	36093	0	2	0	0	50	17	2982787	2.504161e-01	1
PLEKHA8	659459	466	26	175324	42983	0	1	0	0	50	12	3409543	2.504760e-01	1
SYNPR	152983	976	-5	112519	31217	0	1	0	0	50	18	2771052	2.506984e-01	1
SEMG1	842540	324	25	177338	45103	0	1	0	0	50	12	3396293	2.507854e-01	1
TPD52L3	355544	469	16	61851	18444	0	1	0	0	50	9	2760399	2.509031e-01	1
SNIP1	445473	274	30	148347	43248	0	2	0	0	50	12	3125728	2.509109e-01	1
PDCL2	237456	456	32	97785	21306	0	1	0	0	50	8	3982685	2.511858e-01	1
F10	774267	229	26	189157	49184	0	2	0	0	50	9	3255472	2.512906e-01	1
CSNK1G3	121115	474	23	181048	44096	0	2	0	0	50	9	2945369	2.513676e-01	1
OR5K1	416592	885	-4	114957	32754	0	3	1	0	50	29	3003298	2.513750e-01	1
DYNC1I1	184459	747	-7	251962	66356	0	2	0	0	50	16	3347321	2.514057e-01	1
ST3GAL2	935790	134	42	133295	37312	0	1	0	0	50	3	3667653	2.521064e-01	1
POTEM	NaN	NaN	NaN	200552	48760	0	1	0	0	50	26	5951052	2.525009e-01	1
FOXRED1	385871	426	29	184334	54643	0	2	0	0	50	10	3400745	2.525583e-01	1
ZNF668	1398193	247	40	234525	74094	0	1	1	0	50	9	3919668	2.526521e-01	1
TPTE	30271	1268	-81	220745	55915	0	6	3	0	11	14	662129	2.527207e-01	1
TMEM104	1005466	320	19	186454	56339	0	2	0	0	50	8	2947277	2.527215e-01	1
COL4A5	118458	NaN	19	632926	204845	0	8	4	0	50	17	3104210	2.529163e-01	1
BEGAIN	402460	304	5	219208	67946	0	1	0	0	50	10	3544004	2.529239e-01	1
PYGO1	306625	405	-9	157251	44361	0	2	0	0	50	12	3156680	2.529845e-01	1
PFKFB3	560233	399	38	205375	54908	0	1	0	0	50	9	3408271	2.531231e-01	1
SAMD10	1152034	208	48	76002	23373	0	1	0	0	50	9	3580044	2.532869e-01	1
PIP4K2A	196977	577	25	159689	40174	0	1	0	0	50	12	3053436	2.533878e-01	1
POT1	34691	524	-16	247510	64925	0	5	1	0	50	31	3370217	2.535635e-01	1
SIAH3	820469	632	51	100276	29468	0	1	0	0	50	10	3604583	2.536215e-01	1
BACE1	436617	360	36	188733	55809	0	1	1	0	50	10	2871328	2.536458e-01	1
HEY2	229400	351	-5	124285	39485	0	2	1	0	50	17	3368256	2.539124e-01	1
HSD17B4	302141	472	27	287896	78281	0	2	0	0	50	3	2803064	2.543351e-01	1
CCDC28B	1460758	218	29	76956	22101	0	1	0	0	50	7	3228336	2.544490e-01	1
MUC4	920866	365	49	450023	126034	0	3	0	0	50	11	3637231	2.547091e-01	1
CDYL2	161731	507	-16	191542	54113	0	1	0	0	50	16	3998373	2.547399e-01	1
HRH4	144714	390	16	146810	41287	0	1	0	0	50	11	2612423	2.547584e-01	1
RBM45	234602	603	21	184387	48230	0	2	0	0	50	9	2999906	2.548893e-01	1
ACBD4	806811	207	32	150308	23320	0	1	0	0	50	14	3312288	2.550170e-01	1
HTR1E	169399	752	-17	134355	40227	0	3	0	0	50	27	3291300	2.551170e-01	1
SLC35F2	392825	538	12	142358	40969	0	1	1	0	46	11	2477114	2.555539e-01	1
KRT33B	1321356	424	-6	153541	43778	0	2	1	0	50	19	2511988	2.556508e-01	1
ZDHHC16	556333	188	42	144955	41711	0	1	0	0	50	12	2808364	2.558886e-01	1
CERKL	216512	380	20	217565	57664	0	2	1	0	50	8	3328082	2.559547e-01	1
SRP68	1611239	218	22	244012	65402	0	1	0	0	50	8	3584708	2.560729e-01	1
MYCBPAP	1432761	200	22	376565	105046	0	2	2	0	50	7	2820024	2.561438e-01	1
KIRREL2	1060028	321	47	265636	88457	0	3	0	0	50	9	2872971	2.562683e-01	1
YES1	398625	360	44	210887	55597	0	1	0	0	50	10	3212913	2.564104e-01	1
ST8SIA3	298355	599	9	144637	39008	0	2	0	0	50	16	3402600	2.567563e-01	1
TNFSF9	836909	212	21	89252	33973	0	1	0	0	50	3	2514055	2.570456e-01	1
LCE2A	169158	818	24	40386	11289	0	1	0	0	50	15	3004941	2.573081e-01	1
OR10G8	158396	830	-10	112201	36623	0	1	0	0	50	25	3550470	2.578271e-01	1
ARHGAP18	73209	550	26	259806	66144	0	2	1	0	50	16	3473302	2.578891e-01	1
TMC3	245396	787	28	423417	115116	0	5	1	0	50	11	3018827	2.580245e-01	1
HMGA2	274514	562	-6	52205	14575	0	1	0	0	50	11	2805873	2.580367e-01	1
GUCY1A3	43073	764	1	265106	71656	0	2	0	0	50	16	3506639	2.580719e-01	1
UBE2E2	385056	530	2	78970	20564	0	1	0	0	50	16	3522804	2.581289e-01	1
CENPH	422005	232	38	101442	22260	0	1	0	0	50	4	2837143	2.581416e-01	1
SRPK1	761613	404	28	258375	64077	0	2	0	0	50	8	3864336	2.582637e-01	1
PPM1D	288701	328	15	225674	66568	0	1	0	0	50	8	3362797	2.583802e-01	1
TTLL1	627533	202	46	165095	42877	0	2	1	0	50	12	3210157	2.587357e-01	1
MRPL37	465615	313	26	159424	46958	0	1	0	0	50	10	2736549	2.590752e-01	1
CCL25	954819	369	13	58724	15847	0	1	0	0	50	7	2288911	2.591020e-01	1
ARL6	89238	731	-5	75472	18179	0	1	0	0	50	13	3543580	2.591033e-01	1
GATAD1	708388	401	27	101495	29839	0	1	0	0	50	7	4055348	2.592851e-01	1
RGS13	306250	526	-13	65031	13833	0	1	0	0	50	22	3331527	2.594967e-01	1
MIOS	213895	446	16	335755	88457	0	3	0	0	50	8	3082957	2.597640e-01	1
CCDC116	521773	194	37	226469	68953	0	2	0	0	50	15	2898146	2.599431e-01	1
TTLL9	1011028	241	37	175695	43407	0	2	0	0	50	8	2684185	2.600684e-01	1
PAF1	1748498	252	32	212106	49926	0	2	0	0	50	9	3485333	2.601362e-01	1
TRHR	151352	616	18	149036	42241	0	2	1	0	50	10	2493915	2.602603e-01	1
C7orf26	NaN	NaN	NaN	166685	51145	0	2	0	0	50	26	5953437	2.604706e-01	1
CPM	645106	228	28	172621	44255	0	1	0	0	50	14	3472083	2.604714e-01	1
MCAM	1087523	214	48	247457	71020	0	2	0	0	50	6	3273333	2.605850e-01	1
CD93	199022	554	-50	236168	75949	0	5	1	0	50	27	3065255	2.605934e-01	1
ANKRD13B	719319	383	30	237387	70596	0	1	0	0	50	6	2979501	2.606510e-01	1
ETS1	215125	644	28	200181	50721	0	2	0	0	50	7	2727698	2.606867e-01	1
MAGEA1	607570	NaN	18	113579	34927	0	1	0	0	50	3	2999376	2.607126e-01	1
DCAF12L1	11311	NaN	-16	167374	54590	0	4	2	0	36	18	2340162	2.608214e-01	1
CBWD2	553274	555	22	159000	38796	0	1	0	0	50	11	2764427	2.609125e-01	1
LCE2B	169158	818	24	41605	11978	0	1	0	0	50	15	3004941	2.610524e-01	1
RIMBP2	225009	632	-35	396016	117077	0	8	2	0	50	29	3894175	2.611202e-01	1
CPA1	419615	298	27	162021	44679	0	2	0	0	50	12	3209415	2.614844e-01	1
KRT72	1280474	464	36	194563	55703	0	2	1	0	50	19	3055927	2.615026e-01	1
NEUROD4	115336	828	15	123702	35298	0	1	0	0	50	17	2885002	2.615336e-01	1
ARHGAP5	153921	392	1	571711	148400	0	5	0	0	37	8	3043048	2.618100e-01	1
FPR2	436280	690	-24	127624	40916	0	5	2	0	8	4	514683	2.619179e-01	1
HPS6	1018634	187	38	268339	102131	0	1	0	0	50	6	3171838	2.619479e-01	1
CATSPER4	896535	217	30	181949	49237	0	1	1	0	50	16	3931646	2.620202e-01	1
PLEKHG4	1201743	142	56	442603	138701	0	2	0	0	42	5	3038649	2.620301e-01	1
PARVA	447343	318	-4	145856	40015	0	2	0	0	50	14	3144808	2.622765e-01	1
KRTAP10-6	874480	461	25	135362	39538	0	2	0	0	50	15	3370323	2.622850e-01	1
KIF9	816399	242	46	309043	80984	0	1	0	0	50	4	3168976	2.624141e-01	1
POTEC	NaN	NaN	NaN	214597	50774	0	3	1	0	50	27	5953066	2.625910e-01	1
CATSPER1	3854361	208	57	298761	80772	0	2	2	0	38	7	2362634	2.626007e-01	1
POLB	524868	327	41	136263	32277	0	2	0	0	50	13	2685881	2.626170e-01	1
PGK2	67972	1246	2	154071	45315	0	3	1	0	50	21	2943037	2.626336e-01	1
DEFB113	70183	1258	-7	31694	7261	0	1	0	0	50	26	2900213	2.626855e-01	1
KIAA0141	696239	321	48	194881	58724	0	2	1	0	50	7	2860516	2.632489e-01	1
STOML3	181679	1010	-2	114215	33814	0	2	0	0	50	17	2837408	2.633445e-01	1
RGS18	96080	925	-20	92962	22154	0	2	0	0	50	26	3072675	2.634655e-01	1
CISD1	153256	357	-17	42665	10600	0	1	0	0	50	20	3261249	2.634847e-01	1
CCR2	228487	625	39	155449	46958	0	1	0	0	50	8	2234639	2.636987e-01	1
ATOH1	58522	802	24	127995	41340	0	2	0	0	50	14	2795962	2.637692e-01	1
RASGRP2	2042840	230	60	234419	66727	0	1	0	0	50	8	3532821	2.638884e-01	1
OR10A5	427462	681	8	116441	35245	0	2	0	0	50	16	2713706	2.640335e-01	1
SEC61A2	334974	227	29	191489	54484	0	2	0	0	50	13	3828243	2.640589e-01	1
ISLR2	492755	317	46	263728	92750	0	2	0	0	50	5	3289551	2.640822e-01	1
TMEM98	443753	833	-6	85754	26341	0	1	0	0	50	31	2919929	2.643566e-01	1
ENPEP	81828	684	-3	371636	97414	0	4	0	0	50	15	2695633	2.643969e-01	1
TPD52L1	124606	243	-26	81885	19716	0	1	0	0	50	28	2836878	2.644602e-01	1
TMEM106A	1341175	172	25	100912	28991	0	1	0	0	50	5	3181749	2.644884e-01	1
FGFBP2	175145	435	33	83051	24433	0	1	0	0	50	10	3638609	2.644975e-01	1
DKC1	1739324	NaN	7	201453	53106	0	2	0	0	37	8	2996673	2.648275e-01	1
C9orf131	782447	350	42	395539	123119	0	3	0	0	50	7	3700460	2.649653e-01	1
LGALS9C	928601	254	0	138913	38054	0	2	0	0	50	11	2607812	2.649885e-01	1
BAIAP2L1	609918	249	36	199492	53000	0	2	0	0	50	10	3392371	2.651611e-01	1
RAVER1	1802015	191	21	274381	94658	0	1	0	0	50	8	3838843	2.653389e-01	1
AKR1C1	343868	608	-13	125557	34079	0	1	0	0	50	16	2378110	2.653457e-01	1
KRT26	836683	269	-10	179405	49078	0	2	0	0	50	7	2462009	2.653578e-01	1
SERPINE2	314351	346	11	157728	43407	0	2	0	0	50	13	3161185	2.653742e-01	1
OR2S2	853975	298	55	116600	36676	0	1	0	0	50	2	2558469	2.655179e-01	1
KRT28	836683	269	-10	176331	50244	0	2	1	0	50	7	2462009	2.656339e-01	1
CEP70	198996	515	16	240514	54908	0	1	0	0	50	7	3034621	2.656830e-01	1
CHRNA10	537999	403	23	162180	55809	0	2	0	0	50	12	3341491	2.657238e-01	1
BPGM	388879	392	23	98792	26500	0	1	0	0	50	5	3026300	2.657245e-01	1
RPL10L	10737	1057	-48	80560	22631	0	1	0	0	50	31	3034780	2.660272e-01	1
F7	789162	285	14	176914	51251	0	1	1	0	50	12	3181696	2.661727e-01	1
CDH18	4731	1195	-17	303584	80083	0	7	0	0	37	20	2209252	2.662413e-01	1
CSPP1	353616	640	25	495391	123596	0	3	0	0	50	11	3517716	2.662761e-01	1
SLCO4C1	36388	870	-5	275600	77857	0	2	0	0	50	16	3200087	2.663325e-01	1
SORBS3	757216	224	45	258004	75260	0	1	0	0	50	6	3257274	2.663923e-01	1
SMAD9	189427	731	7	176755	49661	0	1	0	0	50	13	3564674	2.665255e-01	1
FAM180A	470926	386	-1	64660	19610	0	2	1	0	6	6	468308	2.666455e-01	1
CCT5	623675	325	5	208555	56339	0	3	0	0	50	14	4169987	2.668563e-01	1
SPATA17	87153	966	-21	144425	34927	0	2	0	0	50	43	3879070	2.669672e-01	1
GPR45	184828	497	0	133878	44043	0	4	1	0	11	4	636371	2.672249e-01	1
RCBTB2	387005	404	41	212424	58512	0	1	0	0	50	13	4206981	2.672868e-01	1
MAF1	2720766	211	27	102025	25016	0	1	0	0	50	7	3925233	2.672970e-01	1
ZNF436	1032187	163	25	182002	44573	0	1	0	0	50	11	3156786	2.674308e-01	1
PSG11	263820	178	-32	127094	36358	0	3	1	0	45	23	2498102	2.675587e-01	1
ZBTB33	588956	NaN	28	251697	69960	0	2	1	0	50	12	2536103	2.677930e-01	1
GPX4	2398425	234	17	114427	29786	0	1	0	0	50	8	4021481	2.679284e-01	1
PRAMEF6	NaN	NaN	NaN	356902	101972	0	2	1	0	50	27	6004264	2.679522e-01	1
CYLC2	13384	1215	-31	137906	31429	0	4	0	0	50	53	3823208	2.680053e-01	1
CCDC120	833689	NaN	41	239401	85277	0	1	0	0	50	8	3232841	2.680719e-01	1
OBP2A	327501	539	37	67893	17649	0	1	0	0	50	8	2809901	2.681686e-01	1
THEMIS	191535	553	-9	258057	70596	0	4	0	0	50	23	3435460	2.693050e-01	1
ATG9A	773232	177	36	315403	94181	0	2	0	0	50	10	2972187	2.693970e-01	1
STON2	203328	364	-1	338405	95983	0	4	2	0	50	19	4248427	2.694315e-01	1
TSPO2	145501	611	37	62540	20935	0	1	0	0	50	10	3010400	2.695498e-01	1
TMEM106B	114769	532	-9	107696	27931	0	1	0	0	50	31	3342498	2.696072e-01	1
COL7A1	1386275	212	37	1107011	372325	0	7	1	0	21	4	2013046	2.699977e-01	1
INPP4B	51592	807	10	362944	92273	0	5	0	0	50	19	3404084	2.702360e-01	1
PIWIL1	224466	621	-26	335225	88669	0	3	1	0	50	22	3916647	2.702678e-01	1
PTH	264102	625	-6	44785	11819	0	1	0	0	17	5	1280904	2.702986e-01	1
EDNRB	63780	954	31	183274	51410	0	2	0	0	50	11	3240155	2.704632e-01	1
DNAJA2	498873	362	13	161173	40916	0	2	0	0	50	14	3407370	2.705514e-01	1
RNGTT	202476	672	37	236645	58141	0	3	1	0	50	12	3151486	2.707963e-01	1
NENF	416515	283	18	63653	21094	0	1	0	0	50	10	2967788	2.708143e-01	1
PTDSS1	219234	671	13	187302	46746	0	2	0	0	50	12	3499378	2.708446e-01	1
SPATA18	137116	878	9	208661	56074	0	3	1	0	50	15	3234537	2.709740e-01	1
PROX1	347543	799	-22	278091	76479	0	4	1	0	50	16	2301419	2.710705e-01	1
CCDC12	489602	371	43	71073	18921	0	1	0	0	50	8	2915689	2.714148e-01	1
SPRN	485067	472	8	51622	21518	0	1	0	0	50	11	3061333	2.714245e-01	1
OTOA	520295	466	45	443875	124550	0	5	1	0	50	13	3940709	2.714380e-01	1
LCE1A	62450	804	15	41181	11607	0	1	0	0	50	16	2849015	2.715859e-01	1
LNP1	376655	410	13	70013	17278	0	1	0	0	50	16	3774660	2.716234e-01	1
C17orf74	1906324	206	33	184493	56869	0	2	1	0	50	11	3504996	2.719252e-01	1
ZNF677	427680	921	-46	228483	52470	0	4	0	0	50	17	2579934	2.719855e-01	1
KLHDC10	428896	266	37	169653	47382	0	1	0	0	50	9	2594244	2.721057e-01	1
IGFBP2	582017	536	19	118190	39220	0	2	0	0	50	13	2580676	2.722083e-01	1
PPEF2	482292	429	45	292984	76850	0	3	2	0	50	11	3215404	2.724296e-01	1
ZNF692	411701	567	-4	199227	58194	0	2	0	0	50	6	2612370	2.728541e-01	1
RNF24	683635	170	33	68423	16483	0	1	0	0	50	11	3200193	2.729268e-01	1
JOSD2	762018	517	35	68900	23797	0	1	0	0	50	10	3409649	2.730507e-01	1
CACNA1E	111356	832	10	870154	242369	0	10	4	0	50	19	3286053	2.730785e-01	1
MAGEB2	74310	NaN	16	118402	34874	0	2	0	0	50	18	3043843	2.735288e-01	1
RET	454068	563	-19	422675	126034	0	5	0	0	45	18	2879861	2.740164e-01	1
HAX1	1653296	236	29	108226	29150	0	1	0	0	50	5	3418606	2.743898e-01	1
GUCY2F	131317	NaN	29	423841	117077	0	3	0	0	39	13	3381241	2.744128e-01	1
RAP1A	348519	394	29	74253	18444	0	1	0	0	50	13	3810276	2.744786e-01	1
PLCD4	986502	179	45	295952	77539	0	1	0	0	50	6	3403607	2.745400e-01	1
AMPD3	777397	378	27	301994	81037	0	1	0	0	50	9	3897779	2.745635e-01	1
TRADD	1093307	150	47	112943	38902	0	1	0	0	50	4	3340590	2.746897e-01	1
MATK	2172842	204	36	202672	60155	0	3	1	0	50	15	3511621	2.747414e-01	1
STAU2	261922	447	16	239507	63706	0	1	1	0	50	8	3007538	2.749463e-01	1
GPM6A	123418	931	-23	109392	29097	0	1	0	0	50	33	3829250	2.749611e-01	1
ITK	266925	1180	30	244118	62593	0	2	0	0	50	7	3232788	2.749698e-01	1
ACPP	210154	765	13	166420	43460	0	2	0	0	50	13	3274658	2.752638e-01	1
BMI1	195915	462	23	129320	32383	0	2	0	0	50	14	2619737	2.755033e-01	1
TBX2	292199	414	-9	257262	86655	0	2	0	0	50	13	3387972	2.755717e-01	1
CDH8	3859	1301	-48	303266	84694	0	7	1	0	50	56	4105645	2.757762e-01	1
OR6S1	709113	577	11	119038	39326	0	2	1	0	44	21	3284145	2.759304e-01	1
AMOTL1	332670	472	-7	361566	102555	0	2	0	0	50	11	3833490	2.759720e-01	1
FAM60A	317612	468	6	87503	21571	0	1	0	0	50	7	3064036	2.760217e-01	1
ZNF560	557413	642	-52	306234	76161	0	3	1	0	50	30	4468642	2.760456e-01	1
PLEKHH2	503591	421	29	578972	152110	0	4	0	0	17	5	1529103	2.760674e-01	1
ZDHHC15	101818	NaN	-11	145273	35351	0	1	0	0	50	24	4029484	2.761025e-01	1
OR51A4	65798	1006	-15	114480	34980	0	2	0	0	50	23	3141999	2.763082e-01	1
NPFFR2	17885	811	3	199227	53106	0	3	0	0	50	22	3251709	2.763181e-01	1
